carrier,jurisdiction,period,route,data_source,visibility,value,n_obs,aidm_variable,mas_function,valuation_type,unit,origin_airport,dest_airport,year,month
B6,USA,2023-11,EWR-ORD,BTS_T100_PLACEHOLDER,HIGH,0.46808510638297873,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,EWR,ORD,2023.0,11.0
B6,USA,2023-08,YUL-CDG,BTS_T100_PLACEHOLDER,HIGH,0.7487437185929648,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YUL,CDG,2023.0,8.0
WJA,USA,2023-03,YYZ-BOS,BTS_T100_PLACEHOLDER,HIGH,1.0,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YYZ,BOS,2023.0,3.0
WJA,USA,2023-06,KEF-KEF,BTS_T100_PLACEHOLDER,HIGH,1.0,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,KEF,KEF,2023.0,6.0
AC,USA,2023-07,YUL-CDG,BTS_T100_PLACEHOLDER,HIGH,1.0,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YUL,CDG,2023.0,7.0
B6,USA,2023-06,YYZ-BOS,BTS_T100_PLACEHOLDER,HIGH,0.49411764705882355,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YYZ,BOS,2023.0,6.0
PD,USA,2023-08,YYZ-LGA,BTS_T100_PLACEHOLDER,HIGH,0.8172043010752689,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YYZ,LGA,2023.0,8.0
WJA,USA,2023-11,KEF-KEF,BTS_T100_PLACEHOLDER,HIGH,0.4052631578947368,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,KEF,KEF,2023.0,11.0
AC,USA,2023-06,YYZ-JFK,BTS_T100_PLACEHOLDER,HIGH,0.3212121212121212,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YYZ,JFK,2023.0,6.0
B6,USA,2023-04,JFK-CDG,BTS_T100_PLACEHOLDER,HIGH,0.6558441558441559,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,JFK,CDG,2023.0,4.0
AC,USA,2023-12,YUL-CDG,BTS_T100_PLACEHOLDER,HIGH,0.9681528662420382,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YUL,CDG,2023.0,12.0
AC,USA,2023-03,KEF-ORD,BTS_T100_PLACEHOLDER,HIGH,0.7973856209150327,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,KEF,ORD,2023.0,3.0
AC,USA,2023-09,BOS-KEF,BTS_T100_PLACEHOLDER,HIGH,0.38095238095238093,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,BOS,KEF,2023.0,9.0
B6,USA,2023-10,YVR-ORD,BTS_T100_PLACEHOLDER,HIGH,0.9887640449438202,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YVR,ORD,2023.0,10.0
B6,USA,2023-12,KEF-JFK,BTS_T100_PLACEHOLDER,HIGH,0.5681818181818182,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,KEF,JFK,2023.0,12.0
AC,USA,2023-11,YVR-KEF,BTS_T100_PLACEHOLDER,HIGH,1.0,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YVR,KEF,2023.0,11.0
B6,USA,2023-11,YYZ-JFK,BTS_T100_PLACEHOLDER,HIGH,0.32051282051282054,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YYZ,JFK,2023.0,11.0
PD,USA,2023-09,KEF-JFK,BTS_T100_PLACEHOLDER,HIGH,0.9691358024691358,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,KEF,JFK,2023.0,9.0
PD,USA,2023-11,EWR-KEF,BTS_T100_PLACEHOLDER,HIGH,0.6829268292682927,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,EWR,KEF,2023.0,11.0
AC,USA,2023-04,YVR-CDG,BTS_T100_PLACEHOLDER,HIGH,0.6606060606060606,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YVR,CDG,2023.0,4.0
AC,USA,2023-09,EWR-KEF,BTS_T100_PLACEHOLDER,HIGH,0.7135135135135136,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,EWR,KEF,2023.0,9.0
WJA,USA,2023-07,YVR-LGA,BTS_T100_PLACEHOLDER,HIGH,0.4587628865979381,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YVR,LGA,2023.0,7.0
B6,USA,2023-11,YUL-CDG,BTS_T100_PLACEHOLDER,HIGH,0.5956284153005464,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YUL,CDG,2023.0,11.0
B6,USA,2023-11,LHR-CDG,BTS_T100_PLACEHOLDER,HIGH,0.3313253012048193,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,LHR,CDG,2023.0,11.0
B6,USA,2023-07,EWR-EWR,BTS_T100_PLACEHOLDER,HIGH,0.45161290322580644,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,EWR,EWR,2023.0,7.0
B6,USA,2023-01,YVR-JFK,BTS_T100_PLACEHOLDER,HIGH,1.0,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YVR,JFK,2023.0,1.0
B6,USA,2023-02,YYZ-CDG,BTS_T100_PLACEHOLDER,HIGH,0.26455026455026454,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YYZ,CDG,2023.0,2.0
B6,USA,2023-10,LHR-EWR,BTS_T100_PLACEHOLDER,HIGH,0.6225165562913907,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,LHR,EWR,2023.0,10.0
B6,USA,2023-08,EWR-KEF,BTS_T100_PLACEHOLDER,HIGH,0.3674698795180723,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,EWR,KEF,2023.0,8.0
AC,USA,2023-03,JFK-JFK,BTS_T100_PLACEHOLDER,HIGH,0.620253164556962,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,JFK,JFK,2023.0,3.0
AC,USA,2023-11,YYZ-KEF,BTS_T100_PLACEHOLDER,HIGH,0.7666666666666667,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YYZ,KEF,2023.0,11.0
AC,USA,2023-01,EWR-JFK,BTS_T100_PLACEHOLDER,HIGH,0.7430167597765364,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,EWR,JFK,2023.0,1.0
PD,USA,2023-10,YYZ-CDG,BTS_T100_PLACEHOLDER,HIGH,1.0,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YYZ,CDG,2023.0,10.0
B6,USA,2023-09,YUL-ORD,BTS_T100_PLACEHOLDER,HIGH,0.40404040404040403,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YUL,ORD,2023.0,9.0
PD,USA,2023-04,YVR-EWR,BTS_T100_PLACEHOLDER,HIGH,0.8297872340425532,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YVR,EWR,2023.0,4.0
AC,USA,2023-01,LHR-KEF,BTS_T100_PLACEHOLDER,HIGH,0.9171270718232044,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,LHR,KEF,2023.0,1.0
B6,USA,2023-10,YYZ-YYZ,BTS_T100_PLACEHOLDER,HIGH,0.91875,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YYZ,YYZ,2023.0,10.0
AC,USA,2023-08,LHR-LGA,BTS_T100_PLACEHOLDER,HIGH,0.7157894736842105,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,LHR,LGA,2023.0,8.0
AC,USA,2023-09,YVR-JFK,BTS_T100_PLACEHOLDER,HIGH,0.6735751295336787,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YVR,JFK,2023.0,9.0
WJA,USA,2023-10,YVR-CDG,BTS_T100_PLACEHOLDER,HIGH,0.49056603773584906,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YVR,CDG,2023.0,10.0
WJA,USA,2023-07,LHR-JFK,BTS_T100_PLACEHOLDER,HIGH,0.6064516129032258,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,LHR,JFK,2023.0,7.0
B6,USA,2023-01,LHR-LGA,BTS_T100_PLACEHOLDER,HIGH,0.6269430051813472,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,LHR,LGA,2023.0,1.0
B6,USA,2023-07,YYZ-KEF,BTS_T100_PLACEHOLDER,HIGH,0.5187165775401069,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YYZ,KEF,2023.0,7.0
PD,USA,2023-12,JFK-EWR,BTS_T100_PLACEHOLDER,HIGH,0.7743589743589744,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,JFK,EWR,2023.0,12.0
AC,USA,2023-09,LHR-CDG,BTS_T100_PLACEHOLDER,HIGH,0.9214659685863874,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,LHR,CDG,2023.0,9.0
B6,USA,2023-08,BOS-KEF,BTS_T100_PLACEHOLDER,HIGH,0.8058823529411765,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,BOS,KEF,2023.0,8.0
WJA,USA,2023-10,KEF-ORD,BTS_T100_PLACEHOLDER,HIGH,0.5590062111801242,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,KEF,ORD,2023.0,10.0
B6,USA,2023-10,JFK-EWR,BTS_T100_PLACEHOLDER,HIGH,0.7103825136612022,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,JFK,EWR,2023.0,10.0
AC,USA,2023-04,EWR-KEF,BTS_T100_PLACEHOLDER,HIGH,0.7329545454545454,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,EWR,KEF,2023.0,4.0
WJA,USA,2023-04,YYZ-ORD,BTS_T100_PLACEHOLDER,HIGH,0.9112426035502958,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YYZ,ORD,2023.0,4.0
AC,USA,2023-10,LHR-KEF,BTS_T100_PLACEHOLDER,HIGH,0.639344262295082,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,LHR,KEF,2023.0,10.0
B6,USA,2023-10,YUL-JFK,BTS_T100_PLACEHOLDER,HIGH,0.6903553299492385,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YUL,JFK,2023.0,10.0
AC,USA,2023-08,YYZ-LGA,BTS_T100_PLACEHOLDER,HIGH,0.3351063829787234,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YYZ,LGA,2023.0,8.0
PD,USA,2023-03,KEF-YYZ,BTS_T100_PLACEHOLDER,HIGH,0.620253164556962,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,KEF,YYZ,2023.0,3.0
AC,USA,2023-01,YYZ-CDG,BTS_T100_PLACEHOLDER,HIGH,0.32903225806451614,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YYZ,CDG,2023.0,1.0
WJA,USA,2023-02,BOS-YYZ,BTS_T100_PLACEHOLDER,HIGH,0.8659217877094972,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,BOS,YYZ,2023.0,2.0
AC,USA,2023-12,YUL-BOS,BTS_T100_PLACEHOLDER,HIGH,0.6717171717171717,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YUL,BOS,2023.0,12.0
WJA,USA,2023-03,YUL-LGA,BTS_T100_PLACEHOLDER,HIGH,0.4066666666666667,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YUL,LGA,2023.0,3.0
WJA,USA,2023-12,YVR-JFK,BTS_T100_PLACEHOLDER,HIGH,0.6282722513089005,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YVR,JFK,2023.0,12.0
AC,USA,2023-12,YUL-EWR,BTS_T100_PLACEHOLDER,HIGH,0.39106145251396646,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YUL,EWR,2023.0,12.0
WJA,USA,2023-12,JFK-JFK,BTS_T100_PLACEHOLDER,HIGH,0.8115183246073299,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,JFK,JFK,2023.0,12.0
AC,USA,2023-11,LHR-BOS,BTS_T100_PLACEHOLDER,HIGH,0.779874213836478,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,LHR,BOS,2023.0,11.0
AC,USA,2023-10,YUL-EWR,BTS_T100_PLACEHOLDER,HIGH,0.7215909090909091,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YUL,EWR,2023.0,10.0
AC,USA,2023-01,BOS-KEF,BTS_T100_PLACEHOLDER,HIGH,0.33678756476683935,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,BOS,KEF,2023.0,1.0
AC,USA,2023-05,JFK-KEF,BTS_T100_PLACEHOLDER,HIGH,0.8214285714285714,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,JFK,KEF,2023.0,5.0
B6,USA,2023-09,EWR-CDG,BTS_T100_PLACEHOLDER,HIGH,0.7243243243243244,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,EWR,CDG,2023.0,9.0
PD,USA,2023-05,BOS-BOS,BTS_T100_PLACEHOLDER,HIGH,0.5621621621621622,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,BOS,BOS,2023.0,5.0
WJA,USA,2023-02,BOS-LGA,BTS_T100_PLACEHOLDER,HIGH,0.50625,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,BOS,LGA,2023.0,2.0
B6,USA,2023-05,EWR-BOS,BTS_T100_PLACEHOLDER,HIGH,0.3924731182795699,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,EWR,BOS,2023.0,5.0
B6,USA,2023-12,YYZ-CDG,BTS_T100_PLACEHOLDER,HIGH,0.6225165562913907,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YYZ,CDG,2023.0,12.0
PD,USA,2023-12,BOS-BOS,BTS_T100_PLACEHOLDER,HIGH,0.847457627118644,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,BOS,BOS,2023.0,12.0
WJA,USA,2023-08,KEF-ORD,BTS_T100_PLACEHOLDER,HIGH,0.5515463917525774,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,KEF,ORD,2023.0,8.0
B6,USA,2023-09,BOS-LGA,BTS_T100_PLACEHOLDER,HIGH,0.8181818181818182,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,BOS,LGA,2023.0,9.0
WJA,USA,2023-11,YYZ-EWR,BTS_T100_PLACEHOLDER,HIGH,0.4941860465116279,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YYZ,EWR,2023.0,11.0
AC,USA,2023-10,YVR-ORD,BTS_T100_PLACEHOLDER,HIGH,0.46153846153846156,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YVR,ORD,2023.0,10.0
B6,USA,2023-12,LHR-BOS,BTS_T100_PLACEHOLDER,HIGH,0.7028571428571428,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,LHR,BOS,2023.0,12.0
AC,USA,2023-12,YYZ-ORD,BTS_T100_PLACEHOLDER,HIGH,0.6066666666666667,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YYZ,ORD,2023.0,12.0
PD,USA,2023-07,JFK-EWR,BTS_T100_PLACEHOLDER,HIGH,0.6515151515151515,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,JFK,EWR,2023.0,7.0
AC,USA,2023-06,LHR-KEF,BTS_T100_PLACEHOLDER,HIGH,0.6614583333333334,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,LHR,KEF,2023.0,6.0
B6,USA,2023-02,JFK-EWR,BTS_T100_PLACEHOLDER,HIGH,0.7916666666666666,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,JFK,EWR,2023.0,2.0
WJA,USA,2023-12,YVR-JFK,BTS_T100_PLACEHOLDER,HIGH,0.9554140127388535,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YVR,JFK,2023.0,12.0
B6,USA,2023-08,JFK-LGA,BTS_T100_PLACEHOLDER,HIGH,0.907103825136612,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,JFK,LGA,2023.0,8.0
AC,USA,2023-05,YYZ-EWR,BTS_T100_PLACEHOLDER,HIGH,0.4157303370786517,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YYZ,EWR,2023.0,5.0
B6,USA,2023-01,YVR-JFK,BTS_T100_PLACEHOLDER,HIGH,1.0,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YVR,JFK,2023.0,1.0
PD,USA,2023-01,JFK-CDG,BTS_T100_PLACEHOLDER,HIGH,1.0,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,JFK,CDG,2023.0,1.0
AC,USA,2023-08,YVR-YYZ,BTS_T100_PLACEHOLDER,HIGH,0.31843575418994413,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YVR,YYZ,2023.0,8.0
B6,USA,2023-11,YYZ-LGA,BTS_T100_PLACEHOLDER,HIGH,1.0,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YYZ,LGA,2023.0,11.0
B6,USA,2023-04,JFK-BOS,BTS_T100_PLACEHOLDER,HIGH,0.6702127659574468,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,JFK,BOS,2023.0,4.0
PD,USA,2023-08,YYZ-LGA,BTS_T100_PLACEHOLDER,HIGH,0.7868020304568528,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YYZ,LGA,2023.0,8.0
PD,USA,2023-09,JFK-YYZ,BTS_T100_PLACEHOLDER,HIGH,0.34065934065934067,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,JFK,YYZ,2023.0,9.0
PD,USA,2023-11,YYZ-EWR,BTS_T100_PLACEHOLDER,HIGH,0.9090909090909091,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YYZ,EWR,2023.0,11.0
PD,USA,2023-12,LHR-JFK,BTS_T100_PLACEHOLDER,HIGH,0.9175257731958762,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,LHR,JFK,2023.0,12.0
AC,USA,2023-11,JFK-JFK,BTS_T100_PLACEHOLDER,HIGH,0.9829545454545454,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,JFK,JFK,2023.0,11.0
B6,USA,2023-07,YVR-ORD,BTS_T100_PLACEHOLDER,HIGH,0.6463414634146342,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YVR,ORD,2023.0,7.0
B6,USA,2023-07,LHR-KEF,BTS_T100_PLACEHOLDER,HIGH,0.4117647058823529,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,LHR,KEF,2023.0,7.0
PD,USA,2023-09,LHR-ORD,BTS_T100_PLACEHOLDER,HIGH,0.9555555555555556,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,LHR,ORD,2023.0,9.0
WJA,USA,2023-03,KEF-LGA,BTS_T100_PLACEHOLDER,HIGH,0.6954314720812182,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,KEF,LGA,2023.0,3.0
PD,USA,2023-10,YYZ-YYZ,BTS_T100_PLACEHOLDER,HIGH,0.8933333333333333,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YYZ,YYZ,2023.0,10.0
B6,USA,2023-12,LHR-LGA,BTS_T100_PLACEHOLDER,HIGH,0.9567901234567902,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,LHR,LGA,2023.0,12.0
WJA,USA,2023-09,YYZ-ORD,BTS_T100_PLACEHOLDER,HIGH,0.47368421052631576,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YYZ,ORD,2023.0,9.0
B6,USA,2023-02,JFK-YYZ,BTS_T100_PLACEHOLDER,HIGH,0.375,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,JFK,YYZ,2023.0,2.0
AC,USA,2023-04,YUL-KEF,BTS_T100_PLACEHOLDER,HIGH,0.30357142857142855,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YUL,KEF,2023.0,4.0
AC,USA,2023-12,LHR-KEF,BTS_T100_PLACEHOLDER,HIGH,0.6555555555555556,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,LHR,KEF,2023.0,12.0
AC,USA,2023-12,LHR-JFK,BTS_T100_PLACEHOLDER,HIGH,0.7868020304568528,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,LHR,JFK,2023.0,12.0
AC,USA,2023-08,LHR-KEF,BTS_T100_PLACEHOLDER,HIGH,0.7626262626262627,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,LHR,KEF,2023.0,8.0
AC,USA,2023-04,JFK-BOS,BTS_T100_PLACEHOLDER,HIGH,0.45098039215686275,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,JFK,BOS,2023.0,4.0
PD,USA,2023-12,LHR-KEF,BTS_T100_PLACEHOLDER,HIGH,0.5978260869565217,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,LHR,KEF,2023.0,12.0
PD,USA,2023-06,KEF-LGA,BTS_T100_PLACEHOLDER,HIGH,0.7650602409638554,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,KEF,LGA,2023.0,6.0
WJA,USA,2023-09,EWR-ORD,BTS_T100_PLACEHOLDER,HIGH,0.4166666666666667,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,EWR,ORD,2023.0,9.0
AC,USA,2023-02,YUL-CDG,BTS_T100_PLACEHOLDER,HIGH,0.4717948717948718,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YUL,CDG,2023.0,2.0
WJA,USA,2023-09,BOS-BOS,BTS_T100_PLACEHOLDER,HIGH,0.7530864197530864,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,BOS,BOS,2023.0,9.0
B6,USA,2023-01,EWR-LGA,BTS_T100_PLACEHOLDER,HIGH,0.6436170212765957,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,EWR,LGA,2023.0,1.0
PD,USA,2023-06,YUL-CDG,BTS_T100_PLACEHOLDER,HIGH,1.0,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YUL,CDG,2023.0,6.0
WJA,USA,2023-01,BOS-YYZ,BTS_T100_PLACEHOLDER,HIGH,0.34591194968553457,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,BOS,YYZ,2023.0,1.0
B6,USA,2023-04,JFK-BOS,BTS_T100_PLACEHOLDER,HIGH,0.9205298013245033,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,JFK,BOS,2023.0,4.0
AC,USA,2023-04,YYZ-KEF,BTS_T100_PLACEHOLDER,HIGH,0.9615384615384616,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YYZ,KEF,2023.0,4.0
AC,USA,2023-08,JFK-KEF,BTS_T100_PLACEHOLDER,HIGH,1.0,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,JFK,KEF,2023.0,8.0
PD,USA,2023-04,KEF-LGA,BTS_T100_PLACEHOLDER,HIGH,0.8728323699421965,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,KEF,LGA,2023.0,4.0
AC,USA,2023-10,KEF-LGA,BTS_T100_PLACEHOLDER,HIGH,0.35175879396984927,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,KEF,LGA,2023.0,10.0
B6,USA,2023-05,JFK-JFK,BTS_T100_PLACEHOLDER,HIGH,0.33507853403141363,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,JFK,JFK,2023.0,5.0
AC,USA,2023-02,BOS-KEF,BTS_T100_PLACEHOLDER,HIGH,0.5132275132275133,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,BOS,KEF,2023.0,2.0
B6,USA,2023-01,YVR-JFK,BTS_T100_PLACEHOLDER,HIGH,0.49382716049382713,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YVR,JFK,2023.0,1.0
WJA,USA,2023-03,BOS-KEF,BTS_T100_PLACEHOLDER,HIGH,0.7777777777777778,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,BOS,KEF,2023.0,3.0
PD,USA,2023-12,YVR-EWR,BTS_T100_PLACEHOLDER,HIGH,0.45698924731182794,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YVR,EWR,2023.0,12.0
B6,USA,2023-06,YYZ-YYZ,BTS_T100_PLACEHOLDER,HIGH,0.32926829268292684,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YYZ,YYZ,2023.0,6.0
AC,USA,2023-11,KEF-EWR,BTS_T100_PLACEHOLDER,HIGH,1.0,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,KEF,EWR,2023.0,11.0
PD,USA,2023-11,YYZ-JFK,BTS_T100_PLACEHOLDER,HIGH,0.611764705882353,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YYZ,JFK,2023.0,11.0
B6,USA,2023-08,YYZ-JFK,BTS_T100_PLACEHOLDER,HIGH,0.8066666666666666,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YYZ,JFK,2023.0,8.0
AC,USA,2023-04,EWR-JFK,BTS_T100_PLACEHOLDER,HIGH,0.2931937172774869,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,EWR,JFK,2023.0,4.0
AC,USA,2023-03,EWR-YYZ,BTS_T100_PLACEHOLDER,HIGH,1.0,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,EWR,YYZ,2023.0,3.0
AC,USA,2023-10,YVR-CDG,BTS_T100_PLACEHOLDER,HIGH,0.7222222222222222,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YVR,CDG,2023.0,10.0
AC,USA,2023-04,BOS-EWR,BTS_T100_PLACEHOLDER,HIGH,0.2923076923076923,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,BOS,EWR,2023.0,4.0
AC,USA,2023-09,YUL-EWR,BTS_T100_PLACEHOLDER,HIGH,0.8741721854304636,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YUL,EWR,2023.0,9.0
B6,USA,2023-12,KEF-LGA,BTS_T100_PLACEHOLDER,HIGH,0.27472527472527475,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,KEF,LGA,2023.0,12.0
AC,USA,2023-06,EWR-KEF,BTS_T100_PLACEHOLDER,HIGH,0.7210526315789474,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,EWR,KEF,2023.0,6.0
AC,USA,2023-11,EWR-YYZ,BTS_T100_PLACEHOLDER,HIGH,0.49404761904761907,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,EWR,YYZ,2023.0,11.0
AC,USA,2023-12,YUL-YYZ,BTS_T100_PLACEHOLDER,HIGH,0.7134831460674157,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YUL,YYZ,2023.0,12.0
B6,USA,2023-11,YYZ-JFK,BTS_T100_PLACEHOLDER,HIGH,0.9190751445086706,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YYZ,JFK,2023.0,11.0
B6,USA,2023-11,KEF-JFK,BTS_T100_PLACEHOLDER,HIGH,1.0,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,KEF,JFK,2023.0,11.0
AC,USA,2023-01,EWR-KEF,BTS_T100_PLACEHOLDER,HIGH,0.99375,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,EWR,KEF,2023.0,1.0
WJA,USA,2023-11,EWR-YYZ,BTS_T100_PLACEHOLDER,HIGH,0.42391304347826086,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,EWR,YYZ,2023.0,11.0
AC,USA,2023-09,YYZ-LGA,BTS_T100_PLACEHOLDER,HIGH,0.3225806451612903,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YYZ,LGA,2023.0,9.0
B6,USA,2023-05,YUL-EWR,BTS_T100_PLACEHOLDER,HIGH,0.7814569536423841,1,load_factor,revenue_management,cost,ratio_RPM_over_ASM,YUL,EWR,2023.0,5.0
